Species,Latitude,Longitude,x,y
52,72.95220459509001,-157.87477714075177,536818.3434711773,8095493.758071537
52,72.95361963430015,-157.877896012604,536713.3463867509,8095649.670467854
52,72.93943206963341,-157.87592764688483,536807.4247614514,8094068.474109974
52,72.93565294940818,-157.68488180979983,543071.5721570958,8093774.298688607
52,72.73486839629535,-157.79857778330393,539797.0954796608,8071302.455445237
52,72.73525939571694,-157.80953333406586,539433.3708513452,8071338.829857815
52,72.74004537897657,-157.79945078934526,539756.6256129267,8071879.264464706
52,72.73425604120962,-157.80137326348733,539705.8709447135,8071232.3074657805
52,72.7324341653971,-157.80491625431824,539592.5672247707,8071026.772510349
52,72.73919347716571,-157.79816062773023,539801.2481391542,8071785.107427482
52,72.74073524248293,-157.8051763198925,539565.5128183131,8071952.419961353
52,72.74070496498051,-157.7980857659342,539800.3495061594,8071953.733008124
52,72.7353488862544,-157.79089766422467,540050.3882309418,8071361.154831493
52,72.73901632971388,-157.79636619966425,539861.0633301436,8071766.541524997
52,72.73707706441125,-157.79807941493146,539808.6665868015,8071549.118280198
52,72.91569161865368,-157.59164407694743,546177.0375578206,8091617.509632658
52,73.04590860349448,-157.38652631148085,552509.9208578016,8106308.320254444
52,72.91602727636536,-157.58493741196318,546396.0142256785,8091660.122608783
52,72.85021030060467,-157.69078374365603,543086.4515975885,8084240.850821616
52,72.84593210635555,-157.69320832127588,543017.0701550408,8083761.974948402
52,72.83277300482452,-157.71892335600643,542202.0569963844,8082276.098738867
52,72.83398181451446,-157.71116712593926,542454.634286483,8082416.389677558
52,72.852961093697,-157.7158760673356,542254.2045158118,8084529.783346854
52,72.83311807339419,-157.71392220205098,542365.9599532677,8082318.110019569
52,72.83106427652494,-157.71083637190534,542472.5241620501,8082091.237506468
52,72.83781226080254,-157.7035756610208,542695.4275460176,8082848.980240118
52,72.84462156027254,-157.70081555535458,542769.8575149231,8083610.371387782
52,72.8132726909858,-157.73145400652342,541835.3315576954,8080092.485093658
52,72.81565186460308,-157.72884324571294,541915.7950962138,8080359.653085113
52,72.83887152862177,-157.71113523718705,542443.9615392061,8082961.751191972
52,72.84256680937362,-157.7061865222087,542598.0125928541,8083377.386696449
52,72.81099926264073,-157.7393497197565,541580.3044113043,8079833.44222415
52,72.83147695364949,-157.72860674750711,541886.1689156407,8082124.763159329
52,72.8367281625924,-157.70658163939507,542599.0532104878,8082725.93552169
52,72.8313513913338,-157.71555414186886,542316.4290326694,8082119.923454727
52,72.83912252583887,-157.72352955599604,542035.2608613817,8082981.0136187235
52,72.83230869144043,-157.74115931423398,541470.7310760652,8082208.80123509
52,72.82840595742746,-157.7307837959588,541821.705730903,8081780.740467802
52,72.8428624676623,-157.7197683740618,542150.1961603028,8083400.76287143
52,72.87545167284605,-157.66500614634865,543871.9789153909,8087074.6348064495
52,72.82570270289496,-157.74472975093832,541368.5480007433,8081469.576913549
52,72.82976326825896,-157.72215920925126,542102.6279249886,8081938.15406504
52,72.84601404218081,-157.73506664219394,541639.1698711786,8083741.564376476
52,72.87120318940961,-157.6923105079915,542985.1407976309,8086581.03550001
52,72.82510634887689,-157.73296927806882,541757.4783752739,8081411.217354804
52,72.83428916461008,-157.70939724340298,542512.1888860303,8082451.921636123
52,72.84409817756548,-157.69688729636422,542900.4282723264,8083554.806107192
52,72.84792978116516,-157.73392742506635,541672.1536592852,8083956.015726893
52,72.83279956279776,-157.7254607341441,541986.6648951455,8082274.471634725
52,72.83377181180002,-157.7228088080819,542071.7045508694,8082384.763529804
52,72.8342395858153,-157.7226972976915,542074.2658824086,8082437.011746993
52,72.8374921550771,-157.72874937057205,541867.2466762885,8082795.529260429
52,72.83409255248839,-157.7621205616951,540776.1742729845,8082393.378938016
52,72.84241117995441,-157.71369523453035,542351.1996578969,8083354.710880165
52,72.82846134559843,-157.74195235431048,541453.6120918961,8081779.163049253
52,72.83411779011966,-157.72530669287275,541988.6130917104,8082421.599088982
52,72.83800115092879,-157.67231363552696,543724.3697908809,8082892.573911174
52,72.83400741601636,-157.71922774611016,542189.0901038424,8082413.555998839
52,72.83211738702468,-157.72658716084683,541951.1783606096,8082197.6013878565
52,72.82726028778772,-157.74727019817814,541281.2069229898,8081641.541999906
52,72.83235267143998,-157.74073328230335,541484.661213393,8082214.000952524
52,72.82805810809927,-157.7347310482111,541692.4767061822,8081739.196769943
52,72.82981736042412,-157.73000870116743,541843.908141589,8081938.692675569
52,72.82203038177956,-157.74280796183436,541440.4612946879,8081061.334187389
52,72.93592725092489,-157.57590235205566,546639.4574862215,8093886.454576809
52,72.83117909302258,-157.71943527937154,542188.9918883148,8082097.972695047
52,72.82315623838831,-157.7286064532584,541905.8560404647,8081196.768078672
52,72.83642890298604,-157.7203393651097,542146.7140205277,8082682.838077536
52,72.84141239945649,-157.71090583378302,542445.4221190538,8083245.291334772
52,72.8356657186247,-157.72427918216357,542018.7815863698,8082594.95658707
52,72.8458050831502,-157.70247504716426,542712.3771795252,8083741.183865665
52,72.85707972141813,-157.7001709801645,542760.9495404601,8085000.259196027
52,72.84763337584602,-157.69980436772812,542795.8569896274,8083946.993091556
52,72.69219858995196,-157.7290313625412,542201.3287282399,8066591.080877771
52,72.68499748492692,-157.72144032159596,542470.460422158,8065793.320370889
52,72.67497046832207,-157.716225726515,542667.5761105303,8064678.742052886
52,72.83149386040054,-157.7334696251846,541725.9427174231,8082123.258537227
52,72.82685374383045,-157.7268749858761,541954.1625172588,8081610.355043798
52,72.83093561183546,-157.72436658786827,542027.1268419822,8082067.354957682
52,72.82911840321395,-157.73133631940397,541801.8208519543,8081859.813168986
52,72.84147757371261,-157.73109447201742,541780.6165745138,8083238.38127087
52,72.83227018549397,-157.73094210804342,541807.3681515448,8082211.6013253415
52,72.82951411486681,-157.73945941542038,541533.2769257298,8081898.302052486
52,72.83021200833073,-157.7276542065997,541920.539939245,8081984.351540966
52,72.82514927785823,-157.7343448998333,541712.0470959654,8081415.047797534
52,72.82868551416605,-157.7299527888803,541848.423967271,8081812.498716802
52,72.82654719116012,-157.7357702721469,541661.7903307514,8081569.964149665
52,72.83776300261911,-157.7291714689393,541852.706940504,8082825.441801552
52,72.82381845981533,-157.73601264978743,541660.2194571578,8081265.464332889
52,72.8407849830274,-157.73124554117345,541777.2776807648,8083161.032383454
52,72.83911619237234,-157.72503442940265,541985.7258766511,8082979.252945885
52,72.83864886780987,-157.71203261247265,542414.9474000311,8082936.283348932
52,72.8439226611075,-157.72513559314416,541970.9963178566,8083515.2395602
52,72.83993524540622,-157.728817706543,541859.2194121031,8083067.955589788
52,72.82490253078183,-157.73837490348376,541579.8275234301,8081384.729751708
52,72.82890926944833,-157.73613156976631,541644.332652696,8081833.152414016
52,72.8521356179703,-157.7440741298011,541328.3977527575,8084418.06530947
52,72.83479810105108,-157.7407307692108,541479.0158111604,8082486.738529749
52,72.82750357326334,-157.7376703046486,541596.9388883585,8081675.309102618
52,72.69137537949953,-157.9811899168768,533831.0140226899,8066339.530030126
52,72.82958792246649,-157.7286971883696,541887.6568150647,8081914.019469003
52,72.82213246569177,-157.71506580527048,542354.5488815123,8081092.1014883425
52,72.82499405419955,-157.72191969010714,542121.8564844879,8081406.421014731
52,72.82350891496479,-157.70805819053055,542582.1969838912,8081250.57623997
52,72.8238203861616,-157.71426325139217,542376.9626901238,8081280.918453348
52,72.81944383979638,-157.71474367505428,542371.5929548962,8080792.4726559175
52,72.82590956117217,-157.7114412586369,542464.9533544077,8081515.915619182
52,72.81452441484674,-157.710297341309,542529.9573989786,8080246.968264364
52,72.8183960386947,-157.68983070786126,543195.3456726145,8080693.387476479
52,72.81729322114536,-157.68613851975243,543319.7518789012,8080573.057062336
52,72.8163849711511,-157.69275065873063,543103.9805510248,8080466.998501342
52,72.82366399072005,-157.6752907972346,543661.6660436786,8081291.433567185
52,72.81623025446528,-157.7039206684673,542736.0964569877,8080441.7492487235
52,72.81134488322104,-157.67772379678067,543611.7848528198,8079915.758659575
52,72.81890470762498,-157.68621370109392,543313.3355876992,8080752.72648186
52,72.79359154745617,-157.63199760484042,545164.8780044762,8077969.654087807
52,72.80554776000498,-157.68232865258477,543474.1349560774,8079265.883415473
52,72.81269543495357,-157.65922643306573,544218.4123363873,8080079.925036065
52,72.80944232473355,-157.67766718825092,543618.3307886407,8079703.61456358
52,72.78763118703118,-157.64441808943485,544769.9023379257,8077295.615525932
52,72.78073498713658,-157.63950326148878,544949.6433316966,8076530.194969105
52,72.80515750081355,-157.65416209325167,544404.2758709321,8079242.995134175
52,72.80942971686461,-157.6541962438402,544392.4559565852,8079719.43030431
52,72.79915308098097,-157.6822985454656,543490.7993574506,8078552.72994905
52,72.79846528666556,-157.68686412387845,543341.8137130372,8078472.717755911
52,72.79933172230697,-157.67890523523732,543602.3404576976,8078575.116898443
52,72.79660636594495,-157.63973001608485,544902.0038886972,8078300.074559618
52,72.79960593372688,-157.66662562353744,544006.88532144,8078614.667185036
52,72.79589323172316,-157.6581398405162,544296.174396958,8078206.852707985
52,72.78742009163003,-157.6494598861161,544603.9459303293,8077268.316855906
52,72.79365156999592,-157.63955664078983,544915.2018343296,8077970.671687186
52,72.79036763522296,-157.64458486124204,544757.4977943106,8077600.672914911
52,72.79186230847803,-157.63718970876144,544997.868969329,8077772.899111944
52,72.78956457069195,-157.6407558378164,544885.9473257159,8077513.972720347
52,72.79515887326906,-157.63852452100215,544945.4556751583,8078139.546339812
52,72.78547646559517,-157.6259490211856,545385.2779756412,8077069.191657214
52,72.79138729632719,-157.6439595134964,544775.5729922026,8077714.857172918
52,72.78512860339279,-157.62921866529786,545278.1845053781,8077027.925532029
52,72.78842174198154,-157.6316951260243,545188.0179794119,8077393.322753176
52,72.78423432966535,-157.6326088145748,545168.4962545085,8076925.636294725
52,72.7852836881386,-157.62648050796747,545368.2179945742,8077047.290250094
52,72.78578999712069,-157.6331725750693,545145.922526472,8077098.706619069
52,72.78355223900734,-157.63084117937163,545228.6133629133,8076850.898626386
52,72.78473801088336,-157.63988472498306,544926.9173435705,8076976.344627049
52,72.78327113516872,-157.6340894286225,545122.0419273826,8076817.10228705
51,72.7880794416247,-157.63632147817106,545036.1254489732,8077351.668341732
51,72.78893350477901,-157.6282357370513,545300.9401700037,8077453.006231514
11,72.77791602579951,-157.65520233962758,544438.0877771054,8076204.113279599
52,72.77838561973289,-157.6422594720674,544864.5262743342,8076266.119299145
13,72.78425052866261,-157.6278426030406,545325.87053019,8076931.038295615
15,72.78850902868632,-157.62590726861202,545378.907697389,8077407.427039168
13,72.77965930329805,-157.62837888266804,545319.8692428322,8076418.60077673
51,72.78158472861114,-157.6244378043206,545445.1410384016,8076636.313769201
51,72.78135439025056,-157.63181884940948,545201.9141042107,8076605.048242946
52,72.7878638633431,-157.6209474240357,545544.3332595215,8077339.2349275295
51,72.79222417998153,-157.58590078400323,546690.1190448221,8077852.458442265
52,72.75763349143094,-157.4873967558055,550039.1721865342,8074074.312787686
51,72.85389245841985,-157.73479649191577,541629.5184549551,8084620.422039904
51,72.74938871964859,-157.51253257454354,549230.5990137667,8073134.070164071
52,72.48402175586713,-158.45193746430297,518410.8533250943,8043006.384333456
52,72.5021561184843,-158.55270828980593,515010.7003255438,8045001.131333103
52,72.51330941547084,-158.56401468122957,514622.24508213997,8046242.433813055
52,72.52790523349839,-158.5125435859657,516335.2583748137,8047883.78157886
52,72.86901024852123,-157.6391294020305,544738.546035625,8086375.371690252
52,72.82331959783549,-157.69158282436925,543125.6057326393,8081241.235591794
52,72.83830097737307,-157.45951567083756,550730.2355213497,8083093.611141973
52,72.64730106408398,-157.51560814799493,549410.4920164063,8061746.862955057
52,72.70557779328956,-157.83054489774042,538801.9855402514,8068014.733266763
52,72.86908448027785,-157.82328880357494,538684.9119097155,8086255.525716049
52,72.86402597414914,-157.8176424438339,538881.6442328775,8085694.993478826
52,72.89575059738867,-157.75128598486143,540989.7804217916,8089277.469915729
52,72.89063623958,-157.77301767022166,540288.1924689674,8088692.332245035
52,72.74939438205088,-158.8317349717693,505569.56235862256,8072532.175280526
52,72.7443626599041,-157.9205971565517,535736.5683278766,8072284.558862199
52,72.63952553639773,-158.09496297555955,530140.5044357403,8060495.759321598
52,72.65248825407258,-157.9577732981592,534683.8490782817,8062015.643104932
52,72.7529862508757,-157.94056771136079,535058.46485015,8073234.600220201
52,72.75019758587541,-157.93787363628556,535153.1152129147,8072925.144675351
51,72.68344366446024,-157.86766562949663,537617.0562807027,8065522.456913331
51,72.69160381237198,-157.88999097856734,536858.6320588399,8066418.7206118945
51,72.72871722694977,-157.81796516398987,539168.4817110881,8070603.657187093
51,73.07115904697454,-157.9743102846029,533334.6494923519,8108703.276323036
51,73.00247864476782,-157.9622494756636,533859.3130993852,8101049.546407109
12,73.04916298297289,-157.96507915798352,533677.0288969559,8106255.03074645
14,72.9935152654376,-157.95393814398085,534147.9239584736,8100054.509861554
11,72.97909657752041,-157.95524058377399,534133.4554835554,8098445.5454839
11,72.98552077252896,-157.96180657485834,533906.5402759194,8099158.355648452
12,73.11748245982301,-158.00079571709404,532387.7307677057,8113855.630511728
12,72.98037753334546,-157.95708576263064,534070.6899426492,8098587.369715538
14,72.98153691675034,-157.68548345516223,542939.600085483,8098891.21896101
11,72.82749131571623,-157.83822551257686,538283.8095126736,8081606.968992449
11,73.1827089717732,-157.580070647471,545850.3610464815,8121405.571888781
14,inf,inf,-23266658713.927475,71226938803.81961
14,73.33817889633687,-157.28074856533388,555015.113331783,8138996.078755637
14,75.04273734989269,-156.58212147384958,569641.2781334748,8329795.068508673
11,73.5771754211103,-157.19147080942918,557064.5037733358,8165731.152731111
11,72.95887516211447,-159.3721479253489,487827.01571088657,8095930.011080506
13,72.93942480127707,-159.26520885537167,491315.3734752821,8093741.69567158
14,72.89943380281787,-159.0471495509594,498452.50991412817,8089262.013209403
12,72.89341587769476,-159.01452224653934,499523.20432059537,8088590.152321738
11,72.89691985178335,-159.03351757840895,498899.7664956584,8088981.27653601
14,72.90174891149877,-159.0597147285338,498040.36701068084,8089520.63520654
11,72.87559283851374,-158.91823500114566,502687.22655295604,8086603.7381834425
51,72.88057171786078,-158.94506125864544,501805.0664094261,8087158.134500598
14,72.29461495260239,-156.07463565130763,599264.8601649327,8024209.51208848
51,72.33770137803914,-156.3196038352317,590743.4753155598,8028623.86431063
14,72.46465670843602,-156.84640326044527,572409.3148831929,8042060.0799023295
51,72.30318481396463,-156.1206277576928,597659.5572887653,8025089.1309636105
11,inf,inf,832407661149.2148,835659499405.5535
15,72.97783716767812,-158.20153227840586,526089.2013785845,8098181.30109636
13,72.94468023897775,-158.25231878516692,524476.0269442638,8094461.415660839
51,72.31373725836607,-156.1693927783607,595951.3116259803,8026186.50605933
15,inf,inf,220996082899.76923,-105901490072.70876
11,inf,inf,267240336740.28076,-137251366311.81042
14,inf,inf,265850949359.53705,-143128142987.3747
51,inf,inf,281160488687.90295,-144118322261.30893
51,inf,inf,234701924305.3239,-124658400306.91858
51,inf,inf,267745203847.60205,-133377712768.86444
15,70.75234002315344,-149.9897021827928,830435.6645386615,7874367.104042671
51,inf,inf,229448926794.19025,-113540072133.8701
14,72.27932223847861,-155.98897061293147,602254.9139217145,8022649.084393785
11,72.41790212605895,-156.6573962443706,578964.6956550672,8037086.104890155
13,72.27041780935937,-155.9486785149638,603672.564928097,8021725.956091443
51,72.30094764675638,-156.10709358605794,598130.2789976592,8024861.877443875
11,72.33063996954523,-156.26070886639914,592771.9846262732,8027926.798367408
13,72.26832323195138,-155.9393823689877,604000.0541094128,8021508.637623247
15,72.39063987933554,-156.50396203060336,584260.3386064547,8034255.666913864
14,inf,inf,273486187858.69534,-151141044039.45718
51,inf,inf,245175063939.01233,-119753975147.26381
51,inf,inf,248882082894.34436,-117949981748.784
51,inf,inf,214250205182.51044,-117923208646.53934
15,inf,inf,257799695480.21805,-135126693851.11427
15,inf,inf,237364405830.02856,-131108046277.77867
51,inf,inf,258752795035.56943,-139943573997.4149
51,72.47610239647611,-156.8990944243062,570593.7278762403,8043273.384810771
51,72.33783170677313,-156.2747969983665,592258.8036697333,8028706.581316235
51,72.52567450106457,-157.13194207059763,562600.1631345467,8048542.174013225
15,inf,inf,214908710989.67703,-116525899991.62076
15,inf,inf,239862945117.30243,-127186278366.56973
51,72.70052160801671,-158.38419736349644,520438.68170683685,8067177.482507483
15,inf,inf,267615512620.33615,-140135092328.3683
51,72.5340552083427,-157.17296380579032,561197.4441893664,8049434.348126276
51,inf,inf,245886753947.15842,-132246303953.42471
11,inf,inf,246227657745.83237,-129337319839.64243
15,72.54806967646032,-157.23909591014535,558937.0719643609,8050930.861902013
14,inf,inf,256207108031.7092,-141221290832.9002
11,inf,inf,229196334653.11597,-130838319130.32559
14,inf,inf,337597592287.34674,-181638217536.13934
11,inf,inf,201298296664.0846,-116455376634.83298
14,inf,inf,214973618693.35156,-120486913093.55562
12,72.41317741880137,-156.61519514906473,580407.4565201531,8036615.403439481
51,inf,inf,218983704980.67227,-127858291929.42874
15,inf,inf,356857101939.00366,-202115291259.1553
13,inf,inf,33892672594.800068,-20947934148.49516
14,inf,inf,225755060518.54242,-131797298926.4606
15,inf,inf,200426618195.97552,-112297695646.02382
13,72.82704335896149,-158.5686516543278,514215.22091106547,8081237.274740907
14,72.66023109568184,-158.9045975694402,503173.6296394148,8062580.756472708
11,72.66612278505774,-158.87670381358956,504100.1841817643,8063239.658610321
51,72.66487317027523,-158.86219292229057,504583.0595976666,8063101.315035376
14,72.66968896020072,-158.87539666928367,504142.8270484984,8063637.551606746
15,72.94779912253293,-158.24445342106023,524729.1083921969,8094812.5383863915
14,inf,inf,296501856778.5273,-90027935207.48006
51,72.95039634751575,-158.23367520331897,525078.1584692464,8095106.722608774
51,inf,inf,130551194025.04779,186363106538.91608
14,72.95687671848749,-158.20307162333148,526070.0023768333,8095842.627724379
14,72.66670408272822,-158.86408722828526,504519.598157221,8063305.407700731
51,72.66759837533836,-158.87098528038544,504289.9985247243,8063404.658875221
13,72.65974680106116,-158.8951242518422,503488.86039456876,8062527.259661445
13,72.66203181299488,-158.89132122243998,503614.91265252227,8062782.375428193
13,72.82913666238977,-158.55684369153667,514602.6241573244,8081473.616340678
14,72.66764586338539,-158.86788121432392,504393.20314608584,8063410.180648723
15,72.69983424552525,-158.3803927067463,520565.74707233015,8067102.111032491
14,72.88082943430567,-158.94645680108093,501759.18882514327,8087186.841681083
15,72.88084634805584,-158.94654998181417,501756.1256437249,8087188.725704022
14,72.81219389754712,-160.12892001251285,462766.6011032381,8079880.123723259
13,72.8249253845092,-159.76077100023318,474925.9670413526,8081108.934138714
13,72.79004526970662,-160.3780879511618,454493.10963990266,8077581.781751801
13,72.8249307101246,-159.69467910028155,477104.1855633986,8081083.094568029
14,72.88310313717747,-158.9587390265261,501355.4756138918,8087440.157726075
15,72.82344470093031,-159.6060698064082,480022.8729928564,8080885.6638200395
15,72.88178785224713,-158.95163421922962,501588.9959224193,8087293.610107892
14,inf,inf,180485782171.73547,2784002446320.9014
15,72.83397916947742,-159.42292258659432,486067.90486436797,8082008.976301195
15,73.04969790949872,-158.8952943713045,503407.24034382025,8106026.735835191
13,72.81594322882694,-159.4227882107514,486058.14745778544,8079997.063893669
13,inf,inf,-301188935502.468,18629514084.686382
11,72.8778599322912,-158.9304307316389,502286.1176240385,8086856.129940363
15,72.87877107228643,-158.93534706014094,502124.4524706302,8086957.588117971
13,72.87992602832988,-158.94158129940502,501919.4740482713,8087086.214946502
14,72.82694852355651,-160.78895291832953,441051.62525046594,8082054.903364355
15,72.99349188873528,-158.48977818492912,516656.4245878199,8099824.721079664
13,72.75572886176333,-158.94791041728828,501723.5503965369,8073231.7252906645
15,72.7789200426581,-160.47313974696206,451324.40714703745,8076415.698951865
15,72.84117629787667,-158.7334322499758,508777.85860574146,8082782.205623055
14,72.97551534704277,-158.5490103598183,514737.89186058426,8097803.92979516
13,inf,inf,83779091474.25047,858449785501.1119
14,73.12951262534067,-158.18209125930647,526493.3400226748,8115108.36269842
13,73.03179672648551,-158.86846009701145,504284.84223343263,8104031.525541433
15,72.90751831793968,-158.653421638297,511369.7388424267,8090196.115728487
13,72.84654171936371,-158.76212974587494,507830.50396856904,8083376.7456552535
13,72.73978728879969,-159.10203587129155,496620.793639429,8071455.566477687
14,72.7236277908436,-159.11820528851032,496081.7470112631,8069653.961822715
13,72.82789271399592,-159.16541498112724,494548.92215433216,8081288.415089389
15,72.73547110662653,-159.17836066428433,494091.65632294,8070980.004923773
15,72.74811847223579,-159.02671563907643,499115.6495466807,8072382.233895193
13,72.86692267390494,-158.70589459385894,509670.5576289674,8085658.454795766
15,72.80613779478242,-159.40881163512185,486511.5762703883,8078900.0874231905
15,72.79415260584285,-158.94505532943572,501814.09413340385,8077517.991944346
14,72.82488813864693,-159.47058447773787,484489.8764227642,8081006.588142392
14,72.65622128209522,-159.3656789881441,487832.7669461718,8062168.005550248
14,72.87402642583098,-158.69501810797922,510024.1565363253,8086452.666159203
14,72.82773468634717,-160.78099674578897,441316.32609850477,8082134.761844378
15,72.75743587093982,-159.04095345897252,498645.0537931821,8073421.856721885
14,72.67162860839737,-159.45909514563186,484737.7268806288,8063907.988926619
13,74.22874684178996,-159.22845004925531,493069.19678927155,8237571.483901534
15,72.83915895330645,-158.72264582446414,509134.0854070612,8082558.781648851
13,72.97821947179311,-158.49820875222485,516395.47828818014,8098118.771039541
15,72.8452710591191,-158.75533066887726,508054.90155201906,8083235.903636767
13,72.90107290544505,-158.63467749753562,511989.0282221135,8089480.781666687
14,72.90371411218563,-158.64234553803868,511735.6259632459,8089773.890811373
13,72.90590432146776,-158.6331089959342,512037.2035384952,8090020.040176614
14,72.8400323375478,-158.72731848023994,508979.7591020502,8082655.501969893
14,73.14541179251539,-159.08038605863783,497398.4787353959,8116702.7670183955
14,86.45499272709564,175.8043809406299,331575.71292994876,9639745.518319163
15,72.78896553742231,-158.91643197209393,502759.9499031609,8076940.463147244
14,72.93703197191601,-158.57807251575014,513818.4088660726,8093504.195381246
15,72.97320371746763,-158.48774860545683,516742.027782386,8097562.160964108
14,72.72794623256266,-159.17184279800645,494305.16139458335,8070139.978835529
14,72.75042292401037,-159.05419989869335,498206.08834674733,8072639.909180166
13,72.84601319892924,-158.75930228769832,507923.81790456636,8083318.160429832
15,72.446461133032,-160.24135718445214,458215.1639250853,8039164.232760222
13,72.7568934490446,-159.04880410367164,498385.2658427428,8073361.543773669
13,72.8786285214181,-158.93458191110355,502149.6120999633,8086941.713629952
15,72.73504283301419,-159.1270823208763,495790.1896703915,8070927.9074054435
15,72.70038879746514,-159.35440688326267,488236.91277195787,8067092.534710862
13,72.72144273692778,-159.23103551559709,492340.7399525076,8069421.105470708
14,72.77269284030855,-158.99464174593783,500177.1259655223,8075123.321508735
13,72.89494114075853,-158.57183318457038,514056.287352213,8088810.43817838
13,72.840572262463,-158.73020383764901,508884.47010745644,8082715.3008547155
