Channel,WAV,Begin Time (s),call_type,Repetition,localization
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11348.198693115,12,3,5139
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11358.725753954,12,3,5139
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11370.812379363,15,3,5141
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11377.44052878,15,3,5141
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11380.039803061,15,3,5141
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11394.790915023,15,3,5185
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11401.289100726,15,3,5185
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11403.628447579,15,3,5185
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11409.866705855,15,3,5189
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11414.805326989,15,3,5189
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11417.534564985,15,3,5189
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11419.873911838,15,3,5190
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11425.072460401,15,3,5190
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11427.411807254,15,3,5190
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11418.964165839,14,3,5191
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11425.332387829,14,3,5191
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11427.411807254,14,3,5191
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11437.419013237,15,3,5192
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11442.357634372,15,3,5192
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11444.826944939,15,3,5192
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11443.397344084,15,3,5193
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11448.595892647,15,3,5193
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11451.065203214,15,3,5193
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11467.960486043,13,3,5194
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11473.28899832,13,3,5194
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11475.368417745,13,3,5194
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11491.353954575,14,3,5196
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11497.852140278,14,3,5196
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11500.061523418,14,3,5196
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11499.151777419,12,3,5198
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11505.779926837,12,3,5198
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11507.989309976,12,3,5198
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11512.668003682,15,3,5199
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11519.2961531,15,3,5199
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11521.895427381,15,3,5199
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11519.816007956,15,3,5201
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11524.75462909,15,3,5201
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11527.223939658,15,3,5201
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11534.501907646,13,3,5202
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11540.740165921,13,3,5202
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11543.59936763,13,3,5202
1.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11669.859346262,14,4,5230
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11674.018185112,14,4,5230
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11683.895427381,14,4,5230
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11686.494701662,14,4,5230
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11545.354108185,13,3,5234
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11550.422693034,13,3,5234
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11552.892003601,13,3,5234
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11579.664528699,12,3,5237
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11585.12300469,12,3,5237
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11589.021916112,12,3,5237
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11583.433476407,15,3,5238
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11588.372097541,15,3,5238
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11590.971371823,15,3,5238
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11587.852242685,14,3,5239
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11592.920827534,14,3,5239
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11595.390138101,14,3,5239
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11603.707815801,14,3,5240
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11609.946074077,14,3,5240
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11612.545348358,14,3,5240
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11602.668106089,12,3,5241
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11612.805275786,12,3,5241
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11615.014658925,12,3,5241
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11643.60667602,15,3,5243
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11640.747474311,15,3,5243
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11655.823265142,15,3,5243
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11715.671785885,15,3,5286
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11722.299935303,15,3,5286
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11725.029173298,15,3,5286
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11729.317975862,13,3,5287
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11735.816161566,13,3,5287
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11738.155508419,13,3,5287
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11741.664528699,12,3,5289
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11748.032750688,12,3,5289
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11750.502061255,12,3,5289
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11767.91719894,13,3,5292
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11771.816110362,13,3,5292
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11774.415384644,13,3,5292
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11787.411756051,15,3,5295
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11792.740268327,15,3,5295
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11794.819687752,15,3,5295
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11786.631973766,14,3,5296
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11793.390086898,14,3,5296
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11795.599470037,14,3,5296
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11795.599470037,14,3,5297
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11801.317873456,14,3,5297
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11807.426168017,14,3,5297
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11811.455043153,11,3,5298
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11816.393664288,11,3,5298
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11818.862974855,11,3,5298
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11847.45499195,15,3,5299
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11853.693250225,15,3,5299
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11856.292524506,15,3,5299
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11849.794338803,14,3,5300
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11854.473032509,14,3,5300
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11857.332234219,14,3,5300
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11870.133890469,15,3,5301
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11874.94254789,15,3,5301
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11877.541822171,15,3,5301
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11884.429899017,15,3,5332
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11889.368520151,15,3,5332
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11891.967794433,15,3,5332
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11894.047213858,12,3,5333
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11898.855871278,12,3,5333
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11901.45514556,12,3,5333
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11914.841408109,15,3,5335
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11919.909992957,15,3,5335
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11922.379303525,15,3,5335
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11921.729484954,15,3,5337
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11926.408178661,15,3,5337
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11928.747525514,15,3,5337
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11925.238505234,14,3,5338
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11930.696981225,14,3,5338
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11933.166291792,14,3,5338
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11985.411704847,15,3,5339
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11992.169817979,15,3,5339
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11994.509164832,15,3,5339
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,11993.989309976,12,3,5342
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12000.487495679,12,3,5342
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12002.696878818,12,3,5342
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12011.274483947,15,3,5344
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12016.343068795,15,3,5344
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12019.072306791,15,3,5344
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12027.389984491,15,3,5346
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12032.328605626,15,3,5346
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12034.927879907,15,3,5346
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12032.393817897,15,3,5381
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12039.021967315,15,3,5381
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12041.231350454,15,3,5381
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12040.191640742,15,3,5382
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12045.130261876,15,3,5382
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12047.859499872,15,3,5382
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12049.938919297,14,3,5385
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12055.007504145,14,3,5385
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12057.346850998,14,3,5385
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12063.195218132,15,3,5387
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12068.133839266,15,3,5387
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12070.473186119,15,3,5387
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12074.632024969,14,3,5389
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12079.44068239,14,3,5389
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12082.299884099,14,3,5389
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12094.386509508,15,3,5391
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12100.754731497,15,3,5391
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12103.354005778,15,3,5391
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12095.686146648,15,3,5392
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12105.693352632,15,3,5392
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12107.772772057,15,3,5392
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12101.014658925,13,3,5393
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12111.151828622,13,3,5393
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12113.491175476,13,3,5393
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12123.368417745,11,3,5394
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12128.047111451,11,3,5394
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12131.166240589,11,3,5394
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12166.906261957,14,3,5396
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12171.714919378,14,3,5396
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12174.314193659,14,3,5396
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12171.844883092,15,3,5397
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12176.913467941,15,3,5397
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12179.512742222,15,3,5397
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12173.014556519,13,3,5398
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12179.252814794,13,3,5398
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12181.852089075,13,3,5398
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12199.202475318,13,3,5435
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12205.700661021,13,3,5435
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12208.040007875,13,3,5435
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12264.834150922,15,3,5441
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12269.902735771,15,3,5441
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12272.372046338,15,3,5441
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12280.169869182,15,3,5442
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12285.498381459,15,3,5442
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12288.09765574,15,3,5442
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12348.920673924,15,3,5447
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12355.288895913,15,3,5447
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12357.628242766,15,3,5447
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12359.253019607,15,3,5488
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12365.75120531,15,3,5488
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12368.220515878,15,3,5488
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12369.390189304,14,3,5489
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12374.588737867,14,3,5489
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12376.798121006,14,3,5489
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12375.498483865,12,3,5490
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12382.126633283,12,3,5490
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12384.465980136,12,3,5490
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12388.494855272,14,3,5491
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12393.303512693,14,3,5491
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12395.77282326,14,3,5491
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12401.361262965,13,3,5494
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12407.989412382,13,3,5494
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12410.328759236,13,3,5494
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12425.014658925,15,3,5495
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12431.642808343,15,3,5495
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12433.982155196,15,3,5495
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12455.556131731,14,3,5496
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12460.62471658,14,3,5496
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12462.834099719,14,3,5496
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12476.480289696,12,3,5497
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12481.418910831,12,3,5497
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12483.758257684,12,3,5497
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12478.949600263,15,3,5498
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12486.097604537,15,3,5498
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12489.736588531,15,3,5498
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12490.256443387,13,3,5500
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12495.45499195,13,3,5500
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12497.794338803,13,3,5500
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12503.77266965,15,3,5501
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12508.711290785,15,3,5501
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12511.310565066,15,3,5501
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12517.094180757,13,3,5537
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12527.881169024,13,3,5537
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12529.180806165,13,3,5537
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12528.271060167,15,3,5538
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12533.079717587,15,3,5538
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12535.808955583,15,3,5538
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12529.310769879,13,3,5539
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12535.808955583,13,3,5539
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12538.148302436,13,3,5539
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12550.494855272,13,3,5542
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12555.563440121,13,3,5542
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12557.902786974,13,3,5542
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12553.484020696,11,3,5543
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12559.982206399,11,3,5543
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12562.58148068,11,3,5543
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12559.852242685,15,3,5544
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12569.989412382,15,3,5544
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12571.808904379,15,3,5544
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12568.169920385,12,3,5545
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12578.437053797,12,3,5545
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12580.12658208,12,3,5545
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12581.036328078,13,3,5546
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12586.104912927,13,3,5546
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12588.704187208,13,3,5546
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12581.816110362,12,3,5547
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12591.693352632,12,3,5547
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12593.772772057,12,3,5547
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12587.534513781,14,3,5549
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12593.902735771,14,3,5549
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12596.372046338,14,3,5549
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12592.083243774,14,3,5550
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12597.151828622,14,3,5550
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12599.751102904,14,3,5550
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12608.718599174,13,3,5555
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12613.657220309,13,3,5555
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12616.25649459,13,3,5555
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12654.465826526,14,3,5559
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12659.274483947,14,3,5559
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12661.483867086,14,3,5559
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12702.617613003,13,3,5593
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12708.985834992,13,3,5593
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12711.325181846,13,3,5593
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12720.292678116,13,3,5594
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12726.660900106,13,3,5594
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12729.130210673,13,3,5594
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12739.26738037,15,3,5595
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12745.895529788,15,3,5595
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12748.104912927,15,3,5595
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12741.346799795,11,3,5596
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12746.28542093,11,3,5596
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12748.624767783,11,3,5596
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12754.343171202,15,3,5597
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12764.350377185,15,3,5597
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12766.299832896,15,3,5597
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12767.859397465,13,3,5599
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12774.09765574,13,3,5599
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12776.566966308,13,3,5599
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12786.704136005,14,3,5602
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12792.032648282,14,3,5602
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12794.761886277,14,3,5602
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12802.689672835,15,3,5605
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12808.92793111,15,3,5605
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12811.657169106,15,3,5605
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12829.462197933,15,3,5608
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12839.59936763,15,3,5608
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12841.678787055,15,3,5608
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12894.899158381,13,3,5660
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12905.296255506,13,3,5660
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12906.855820075,13,3,5660
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12915.823316346,11,3,5661
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12922.451465763,11,3,5661
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12924.92077633,11,3,5661
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12920.11211891,15,3,5662
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12924.92077633,15,3,5662
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12927.520050612,15,3,5662
2.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12948.574172291,13,3,5664
3.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12953.642757139,13,3,5664
4.0,20170327-120000_20170327-180000_CANAPE_multichannel_1245.wav,12956.112067707,13,3,5664
