Channel,WAV,Begin Time (s),call_type,Repetition,localization
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16155.312181089,14,4,1125
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16169.098288649,14,4,1125
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16170.919095308,14,4,1125
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16516.248544739,15,4,1149
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16537.708051789,15,4,1149
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16522.751425663,15,4,1149
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16533.286092761,15,4,1149
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16532.115574194,15,3,1150
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16547.592430794,15,3,1150
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16547.332315557,15,3,1150
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16688.965154209,15,3,1159
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16704.702126046,15,3,1159
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16703.791722716,15,3,1159
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16709.51425793,14,4,1160
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16739.635832786,14,4,1160
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16739.115602312,14,4,1160
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16723.118515238,14,4,1160
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16892.791914729,15,3,1177
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16909.959520369,15,3,1177
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16909.569347513,15,3,1177
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16985.262881472,15,4,1179
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,16998.658816176,15,4,1179
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17015.696364197,15,4,1179
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17017.126998001,15,4,1179
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17269.855423071,15,4,1192
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17285.462337289,15,4,1192
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17301.7195396,15,4,1192
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17301.329366744,15,4,1192
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17548.465314219,14,4,1218
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17562.901709871,14,4,1218
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17578.768739326,14,4,1218
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17579.028854563,14,4,1218
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17560.170499883,15,4,1219
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17575.387241246,15,4,1219
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17591.644443557,15,4,1219
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17591.514385938,15,4,1219
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17624.028790559,13,3,1223
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17639.245531922,13,3,1223
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17655.502734233,13,3,1223
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17649.910256638,14,3,1224
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17644.57789428,14,3,1224
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17653.551869956,14,3,1224
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17689.395980025,13,4,1229
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17703.702318058,13,4,1229
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17710.205198982,13,4,1229
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17719.569347513,13,4,1229
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17723.991306542,13,3,1234
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17732.054878888,13,3,1234
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17741.158912182,13,3,1234
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17792.791786721,13,4,1236
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17787.589481981,13,4,1236
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17796.043227183,13,4,1236
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17810.739738072,13,4,1236
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17889.762977478,15,4,1241
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17904.719603604,15,4,1241
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17912.913233568,15,4,1241
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17912.393003094,15,4,1241
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17966.106799529,13,3,1248
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17969.488297609,13,3,1248
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,17975.340890441,13,3,1248
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18049.812113201,15,4,1255
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18055.01441794,15,4,1255
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18058.135800784,15,4,1255
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18078.945019741,15,4,1255
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18118.222420524,13,4,1261
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18133.569219505,13,4,1261
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18150.866882764,13,4,1261
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18149.306191342,13,4,1261
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18165.82350889,15,3,1267
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18170.583848141,15,3,1267
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18174.615634314,15,3,1267
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18202.578022288,13,3,1269
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18218.575109362,13,3,1269
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18235.352542147,13,3,1269
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18325.872644612,14,4,1275
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18327.251485783,14,4,1275
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18332.713905759,14,4,1275
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18336.615634314,14,4,1275
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18365.228310381,13,4,1277
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18349.751453781,13,4,1277
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18356.514449942,13,4,1277
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18360.676293734,13,4,1277
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18435.329366744,13,4,1281
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18441.181959576,13,4,1281
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18444.693515275,13,4,1281
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18452.757087621,13,4,1281
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18521.505775167,13,3,1287
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18526.057791814,13,3,1287
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18530.869923698,13,3,1287
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18736.699341128,15,4,1309
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18742.031703486,15,4,1309
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18732.927670192,15,4,1309
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18749.054814884,15,4,1309
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18811.742586994,13,3,1317
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18816.944891733,13,3,1317
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18821.49690838,13,3,1317
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18862.933496044,11,3,1321
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18856.690730357,11,3,1321
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18865.01441794,11,3,1321
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18894.537497336,15,3,1325
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18889.985480689,15,3,1325
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18889.07507736,15,3,1325
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18912.615506306,15,3,1326
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18911.705102976,15,3,1326
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18909.754238699,15,3,1326
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18973.092298901,15,3,1332
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18979.074949352,15,3,1332
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18980.635640773,15,3,1332
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19003.083816139,13,3,1337
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,18997.231223307,13,3,1337
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19006.335256601,13,3,1337
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19059.138649706,12,4,1347
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19084.239770074,12,4,1347
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19066.291818723,12,4,1347
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19073.314930121,12,4,1347
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19095.814898119,14,3,1352
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19098.676165725,14,3,1352
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19104.528758557,14,3,1352
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19139.774373167,14,4,1358
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19145.965346221,14,4,1358
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19148.826613828,14,4,1358
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19163.653182335,14,4,1358
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19157.670531885,13,4,1359
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19152.728342383,13,4,1359
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19161.832375677,13,4,1359
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19174.708079907,13,4,1359
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19453.369763688,13,4,1388
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19458.962241283,13,4,1388
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19464.034488404,13,4,1388
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19468.586505051,13,4,1388
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19537.725365452,15,3,1391
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19550.731127301,15,3,1391
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19564.907407716,15,3,1391
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19607.046076105,15,3,1399
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19611.077862278,15,3,1399
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19616.02005178,15,3,1399
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19658.627158011,15,4,1402
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19673.713841755,15,4,1402
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19688.670467881,15,4,1402
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19688.280295026,15,4,1402
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19672.543323189,15,4,1403
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19686.19937313,15,4,1403
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19702.716690677,15,4,1403
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19702.196460204,15,4,1403
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19738.742650998,15,3,1407
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19752.788873794,15,3,1407
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19768.005615157,15,3,1407
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19822.057791814,13,3,1415
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19839.355455073,13,3,1415
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19837.534648414,13,3,1415
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19928.05475088,13,4,1422
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19933.517170856,13,4,1422
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19937.548957029,13,4,1422
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19944.572068427,13,4,1422
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19943.21969961,15,3,1423
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19960.907535724,15,3,1423
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19959.606959539,15,3,1423
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19971.442202821,13,3,1424
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19989.130038935,13,3,1424
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19987.959520369,13,3,1424
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,19985.228310381,13,4,1426
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20000.70516698,13,4,1426
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20017.352542147,13,4,1426
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20016.18202358,13,4,1426
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20044.274469173,14,3,1430
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20049.476773912,14,3,1430
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20053.638617704,14,3,1430
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20055.329366744,13,4,1431
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20063.783111946,13,4,1431
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20068.335128593,13,4,1431
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20073.277318095,13,4,1431
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20099.418899411,15,4,1434
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20113.543387193,15,4,1434
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20131.101165688,15,4,1434
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20130.060704741,15,4,1434
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20168.297644575,15,4,1440
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20183.124213083,15,4,1440
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20200.291818723,15,4,1440
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20199.511473012,15,4,1440
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20288.158976186,15,3,1449
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20303.635832786,15,3,1449
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20319.112689386,14,3,1449
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20299.473988994,15,3,1450
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20314.690730357,15,3,1450
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20324.70516698,15,3,1450
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20527.673316803,15,3,1466
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20522.601069682,15,3,1466
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20531.184872502,15,3,1466
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20537.42763819,15,3,1467
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20531.835160595,15,3,1467
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20541.459424363,15,3,1467
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20547.70219005,13,3,1469
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20541.459424363,13,3,1469
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20549.913169564,13,3,1469
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20594.132759849,15,4,1473
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20591.271492243,15,4,1473
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20584.118323226,15,4,1473
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20593.742586994,15,4,1473
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20597.774373167,15,3,1474
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20602.664770037,15,3,1474
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20611.768803331,15,3,1474
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20676.927670192,14,4,1479
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20670.814962123,14,4,1479
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20692.274469173,14,4,1479
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20679.008592087,14,4,1479
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20684.340954445,13,3,1482
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20690.84383537,13,3,1482
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20693.314930121,13,3,1482
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20767.656095262,14,3,1488
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20779.361280925,14,3,1488
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20781.312145203,14,3,1488
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20835.155999256,13,4,1491
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20828.913233568,13,4,1491
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20838.147324481,13,4,1491
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20864.158848178,13,4,1491
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20851.803374422,13,4,1492
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20845.690666353,13,4,1492
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20855.314930121,13,4,1492
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20867.930519114,13,4,1492
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20921.384200311,13,3,1494
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20915.011377006,13,3,1494
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20924.375525537,13,3,1494
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20944.092490914,14,4,1497
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20955.667618959,14,4,1497
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20962.950845594,14,4,1497
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20965.421940345,14,4,1497
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20992.864097846,15,3,1498
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20985.58087121,15,3,1498
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,20994.684904504,15,3,1498
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21015.103950607,13,4,1500
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21021.736889149,13,4,1500
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21023.947868664,13,4,1500
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21027.069251507,13,4,1500
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21093.997132395,13,4,1509
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21108.043355191,13,4,1509
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21125.341018449,13,4,1509
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21124.690730357,13,4,1509
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21112.075141364,15,3,1510
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21127.03176749,15,3,1510
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21143.2889698,15,3,1510
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21126.641594634,13,4,1511
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21141.338105523,13,4,1511
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21159.67622973,13,4,1511
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21156.945019741,13,4,1511
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21350.158848178,13,3,1523
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21363.554782882,13,3,1523
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21361.99409146,13,3,1523
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21481.465250215,15,3,1532
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21494.340954445,15,3,1532
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21496.681991578,15,3,1532
1.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21498.892971092,13,4,1536
2.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21512.418963415,13,4,1536
3.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21525.554782882,13,4,1536
4.0,20170110-180000_20170111-000000_CANAPE_multichannel_1245.wav,21527.765762396,13,4,1536
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,183.979737524,14,4,16
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,182.288988484,14,4,16
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,202.838092204,14,4,16
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,201.147343164,14,4,16
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,218.184891186,13,4,20
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,218.965236897,13,4,20
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,237.953649195,13,4,20
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,237.173303484,13,4,20
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,247.8380282,15,4,22
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,247.187740108,15,4,22
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,267.086555736,15,4,22
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,266.306210025,15,4,22
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,284.254161376,14,4,26
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,295.95934704,14,4,26
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,304.54314986,14,4,26
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,304.803265097,14,4,26
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,293.098079433,14,4,27
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,306.2338989,14,4,27
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,314.297471246,14,4,27
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,314.81770172,14,4,27
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,369.129993614,14,4,36
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,379.144430238,14,4,36
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,397.352496826,14,4,36
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,397.8727273,14,4,36
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,431.427592869,14,4,42
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,429.996959065,14,4,42
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,450.025832312,14,4,42
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,448.855313746,14,4,42
3.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,444.433354717,14,4,44
4.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,451.716581353,14,4,44
2.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,444.563412336,14,4,44
1.0,20170110-120000_20170110-180000_CANAPE_multichannel_1245.wav,460.690557028,14,4,44
